Nro.,Escuela Profesional,Sede,Edad,Sexo,1.1 Semestre,1.2 Estado civil,1.3 Tiene Hijos,1.4 Trabaja y estudia,1.5 Vive Solo,1.6 Promedio ponderado,1.7 Nivel Socioeconómico,1.8 Excelencia académica
1213,CONTABILIDAD,CUSCO,31,Masculino,7 semestre,Soltero,No,Si,Si,17.121,B,1
1214,CONTABILIDAD,CUSCO,22,Femenino,10 semestre,Soltero,No,Si,No,15.596,C,1
1215,CONTABILIDAD,SICUANI,24,Masculino,10 semestre,Soltero,No,Si,Si,11.546,B,0
1216,CONTABILIDAD,SICUANI,21,Masculino,9 semestre,Soltero,No,Si,Si,16.194,B,1
1217,CONTABILIDAD,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,No,14.859,B,0
1218,CONTABILIDAD,CUSCO,21,Femenino,7 semestre,Soltero,No,No,No,12.609,C,0
1219,CONTABILIDAD,PUERTO MALDONADO,26,Femenino,9 semestre,Soltero,No,Si,Si,15.927,A,1
1220,CONTABILIDAD,CUSCO,28,Masculino,6 semestre,Soltero,No,Si,No,17.293,B,1
1221,CONTABILIDAD,SICUANI,17,Masculino,1 semestre,Soltero,No,Si,No,12.475,C,0
1222,CONTABILIDAD,QUILLABAMBA,26,Femenino,6 semestre,Soltero,No,Si,Si,12.077,B,0
1223,CONTABILIDAD,CUSCO,32,Femenino,10 semestre,Conviviente,Si,Si,No,17.291,A,1
1224,CONTABILIDAD,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,Si,13.051,B,0
1225,CONTABILIDAD,QUILLABAMBA,21,Femenino,8 semestre,Soltero,No,No,No,12.534,C,0
1226,CONTABILIDAD,PUERTO MALDONADO,21,Femenino,6 semestre,Soltero,No,No,No,18.905,A,1
1227,CONTABILIDAD,CUSCO,21,Femenino,10 semestre,Soltero,No,Si,Si,13.814,B,0
1228,CONTABILIDAD,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,11.632,C,0
1229,CONTABILIDAD,CUSCO,21,Femenino,6 semestre,Soltero,No,Si,No,15.651,C,1
1230,CONTABILIDAD,CUSCO,25,Femenino,9 semestre,Soltero,No,Si,Si,11.893,B,0
1231,CONTABILIDAD,PUERTO MALDONADO,26,Femenino,8 semestre,Conviviente,No,Si,Si,14.676,A,0
1232,CONTABILIDAD,SICUANI,18,Masculino,1 semestre,Soltero,No,No,No,15.513,A,0
1233,CONTABILIDAD,CUSCO,31,Femenino,9 semestre,Soltero,No,Si,Si,12.283,A,0
1234,CONTABILIDAD,CUSCO,23,Femenino,8 semestre,Casado,Si,Si,No,11.794,A,0
1235,CONTABILIDAD,QUILLABAMBA,33,Masculino,9 semestre,Soltero,No,Si,Si,11.155,B,0
1236,CONTABILIDAD,CUSCO,26,Masculino,8 semestre,Soltero,No,Si,No,14.912,B,0
1237,CONTABILIDAD,CUSCO,27,Masculino,8 semestre,Conviviente,No,Si,No,15.773,C,1
1238,CONTABILIDAD,QUILLABAMBA,26,Masculino,8 semestre,Soltero,No,Si,No,15.561,B,0
1239,CONTABILIDAD,CUSCO,25,Femenino,8 semestre,Soltero,No,Si,No,11.74,B,0
1240,CONTABILIDAD,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,No,11.077,B,0
1241,CONTABILIDAD,CUSCO,20,Masculino,1 semestre,Soltero,No,No,No,17.821,A,1
1242,CONTABILIDAD,SICUANI,23,Femenino,10 semestre,Soltero,No,No,No,12.588,A,0
1243,CONTABILIDAD,PUERTO MALDONADO,20,Femenino,6 semestre,Soltero,No,No,No,11.122,A,0
1244,CONTABILIDAD,CUSCO,21,Femenino,5 semestre,Conviviente,No,Si,Si,11.507,B,0
1245,CONTABILIDAD,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,14.8,C,0
1246,CONTABILIDAD,CUSCO,23,Femenino,8 semestre,Soltero,Si,Si,Si,16.087,A,1
1247,CONTABILIDAD,CUSCO,21,Femenino,10 semestre,Soltero,No,No,No,14.929,A,0
1248,CONTABILIDAD,CUSCO,26,Femenino,7 semestre,Soltero,No,Si,No,12.364,B,0
1249,CONTABILIDAD,SICUANI,31,Femenino,10 semestre,Soltero,No,Si,Si,15.769,A,1
1250,CONTABILIDAD,CUSCO,21,Masculino,10 semestre,Soltero,No,No,No,13.173,A,0
1251,CONTABILIDAD,SICUANI,24,Femenino,10 semestre,Soltero,No,Si,Si,13.986,B,0
1252,CONTABILIDAD,CUSCO,31,Femenino,8 semestre,Soltero,No,Si,No,12.074,A,0
1253,CONTABILIDAD,SICUANI,21,Masculino,1 semestre,Soltero,No,Si,Si,16.267,A,1
1254,CONTABILIDAD,CUSCO,37,Masculino,8 semestre,Soltero,Si,Si,Si,13.402,C,0
1255,CONTABILIDAD,QUILLABAMBA,32,Femenino,6 semestre,Soltero,Si,Si,No,18.107,C,1
1256,CONTABILIDAD,CUSCO,20,Femenino,5 semestre,Conviviente,No,No,No,19.419,C,1
1257,CONTABILIDAD,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,12.094,A,0
1258,CONTABILIDAD,CUSCO,26,Masculino,9 semestre,Conviviente,Si,Si,No,16.676,A,1
1259,CONTABILIDAD,CUSCO,21,Femenino,6 semestre,Soltero,No,Si,No,13.123,B,0
1260,CONTABILIDAD,CUSCO,24,Masculino,7 semestre,Soltero,No,Si,No,17.898,C,1
1261,CONTABILIDAD,CUSCO,26,Femenino,6 semestre,Soltero,No,No,No,19.192,C,1
1262,CONTABILIDAD,CUSCO,23,Femenino,5 semestre,Soltero,No,No,No,11.089,C,0
1263,CONTABILIDAD,CUSCO,24,Masculino,9 semestre,Soltero,No,No,No,17.873,B,1
1264,CONTABILIDAD,SICUANI,27,Femenino,8 semestre,Soltero,Si,Si,No,11.35,B,0
1265,CONTABILIDAD,CUSCO,21,Masculino,9 semestre,Soltero,No,Si,Si,16.442,C,1
1266,CONTABILIDAD,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,No,13.208,C,0
1267,CONTABILIDAD,SICUANI,26,Masculino,8 semestre,Soltero,No,Si,Si,12.62,C,0
1268,CONTABILIDAD,CUSCO,25,Femenino,9 semestre,Soltero,No,No,No,12.152,A,0
1269,CONTABILIDAD,CUSCO,27,Femenino,10 semestre,Soltero,No,Si,Si,19.32,C,1
1270,CONTABILIDAD,CUSCO,29,Femenino,10 semestre,Soltero,No,Si,Si,17.584,B,1
1271,CONTABILIDAD,SICUANI,22,Femenino,5 semestre,Soltero,No,Si,Si,15.621,B,1
1272,CONTABILIDAD,PUERTO MALDONADO,19,Femenino,3 semestre,Soltero,No,Si,No,15.788,A,0
1273,CONTABILIDAD,CUSCO,24,Femenino,7 semestre,Soltero,No,Si,Si,15.818,C,1
1274,CONTABILIDAD,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,No,14.096,A,0
1275,CONTABILIDAD,CUSCO,18,Masculino,2 semestre,Soltero,No,Si,No,17.334,A,1
1276,CONTABILIDAD,CUSCO,26,Femenino,10 semestre,Soltero,Si,Si,No,14.022,C,0
1277,CONTABILIDAD,QUILLABAMBA,25,Femenino,7 semestre,Soltero,No,Si,No,13.665,B,0
1278,CONTABILIDAD,PUERTO MALDONADO,18,Femenino,1 semestre,Soltero,No,No,No,15.14,C,1
1279,CONTABILIDAD,SICUANI,21,Femenino,4 semestre,Soltero,No,Si,Si,18.534,B,1
1280,CONTABILIDAD,SICUANI,22,Masculino,6 semestre,Soltero,No,Si,Si,13.188,B,0
1281,CONTABILIDAD,CUSCO,22,Masculino,5 semestre,Soltero,No,Si,Si,12.227,A,0
1282,CONTABILIDAD,CUSCO,26,Femenino,9 semestre,Soltero,No,Si,No,14.945,B,0
1283,CONTABILIDAD,SICUANI,23,Masculino,7 semestre,Soltero,No,No,No,17.574,C,1
1284,CONTABILIDAD,CUSCO,27,Masculino,9 semestre,Soltero,No,Si,Si,15.958,B,1
1285,CONTABILIDAD,CUSCO,24,Femenino,6 semestre,Soltero,No,No,No,15.951,C,1
1286,CONTABILIDAD,CUSCO,24,Femenino,6 semestre,Soltero,No,Si,Si,16.005,B,1
1287,CONTABILIDAD,CUSCO,20,Femenino,6 semestre,Soltero,No,Si,No,14.417,B,0
1288,CONTABILIDAD,SICUANI,22,Femenino,3 semestre,Soltero,No,Si,Si,17.029,C,1
1289,CONTABILIDAD,CUSCO,30,Masculino,10 semestre,Casado,Si,Si,No,11.915,A,0
1290,CONTABILIDAD,CUSCO,27,Femenino,10 semestre,Soltero,No,Si,Si,11.292,C,0
1291,CONTABILIDAD,SICUANI,20,Femenino,3 semestre,Soltero,No,Si,No,15.114,B,0
1292,CONTABILIDAD,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,14.756,B,0
1293,CONTABILIDAD,SICUANI,23,Femenino,10 semestre,Conviviente,Si,Si,Si,13.268,A,0
1294,CONTABILIDAD,PUERTO MALDONADO,19,Femenino,5 semestre,Soltero,No,Si,No,12.78,B,0
1295,CONTABILIDAD,SICUANI,26,Femenino,10 semestre,Soltero,No,Si,No,15.017,A,0
1296,CONTABILIDAD,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,14.846,C,0
1297,CONTABILIDAD,PUERTO MALDONADO,33,Masculino,1 semestre,Soltero,No,Si,Si,11.427,B,0
1298,CONTABILIDAD,SICUANI,33,Masculino,8 semestre,Conviviente,Si,Si,No,11.511,C,0
1299,CONTABILIDAD,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,No,19.153,A,1
1300,CONTABILIDAD,CUSCO,20,Femenino,7 semestre,Soltero,No,No,No,16.864,C,1
1301,CONTABILIDAD,CUSCO,23,Femenino,8 semestre,Soltero,No,Si,No,12.927,B,0
1302,CONTABILIDAD,CUSCO,21,Femenino,8 semestre,Soltero,No,No,No,15.523,B,1
1303,CONTABILIDAD,SICUANI,23,Femenino,6 semestre,Soltero,No,Si,No,18.878,C,1
1304,CONTABILIDAD,SICUANI,22,Femenino,9 semestre,Soltero,No,Si,No,16.658,B,1
1305,CONTABILIDAD,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,Si,14.188,B,0
1306,CONTABILIDAD,CUSCO,26,Femenino,7 semestre,Soltero,No,Si,Si,12.039,A,0
1307,CONTABILIDAD,CUSCO,27,Femenino,10 semestre,Conviviente,Si,Si,No,11.457,A,0
1308,CONTABILIDAD,PUERTO MALDONADO,19,Femenino,2 semestre,Soltero,No,No,No,19.307,C,1
1309,CONTABILIDAD,CUSCO,25,Femenino,10 semestre,Soltero,No,Si,Si,16.215,A,1
1310,CONTABILIDAD,SICUANI,24,Femenino,10 semestre,Conviviente,Si,Si,Si,14.435,B,0
1311,CONTABILIDAD,CUSCO,23,Femenino,9 semestre,Soltero,No,Si,No,16.016,A,1
1312,CONTABILIDAD,CUSCO,29,Femenino,7 semestre,Casado,Si,Si,No,17.471,C,1
1313,CONTABILIDAD,PUERTO MALDONADO,33,Femenino,9 semestre,Soltero,Si,Si,No,12.264,A,0
1314,CONTABILIDAD,PUERTO MALDONADO,45,Femenino,10 semestre,Casado,Si,Si,No,19.437,A,1
1315,CONTABILIDAD,CUSCO,24,Femenino,4 semestre,Soltero,No,Si,Si,13.277,A,0
1316,CONTABILIDAD,SICUANI,23,Masculino,4 semestre,Soltero,No,Si,No,18.769,A,1
1317,CONTABILIDAD,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,Si,16.031,A,1
1318,CONTABILIDAD,PUERTO MALDONADO,20,Masculino,7 semestre,Soltero,No,Si,Si,17.234,C,1
1319,CONTABILIDAD,CUSCO,20,Femenino,9 semestre,Soltero,No,Si,No,16.564,A,1
1320,CONTABILIDAD,CUSCO,21,Femenino,9 semestre,Soltero,No,No,Si,17.762,C,1
1321,CONTABILIDAD,CUSCO,22,Masculino,5 semestre,Soltero,No,No,No,18.854,A,1
1322,CONTABILIDAD,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,17.354,A,1
1323,CONTABILIDAD,CUSCO,24,Femenino,6 semestre,Soltero,No,Si,No,16.69,A,1
1324,CONTABILIDAD,PUERTO MALDONADO,20,Femenino,5 semestre,Soltero,No,Si,No,13.466,C,0
1325,CONTABILIDAD,CUSCO,24,Femenino,9 semestre,Soltero,No,No,No,12.99,C,0
1326,CONTABILIDAD,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,Si,15.943,A,1
1327,CONTABILIDAD,CUSCO,19,Femenino,4 semestre,Soltero,No,No,Si,18.46,C,1
1328,CONTABILIDAD,CUSCO,25,Masculino,10 semestre,Soltero,No,Si,No,16.597,B,1
1329,CONTABILIDAD,PUERTO MALDONADO,22,Femenino,6 semestre,Soltero,No,Si,No,17.098,C,1
1330,CONTABILIDAD,SICUANI,21,Femenino,7 semestre,Soltero,No,Si,Si,18.639,B,1
1331,CONTABILIDAD,CUSCO,21,Femenino,8 semestre,Soltero,No,No,Si,14.728,C,0
1332,CONTABILIDAD,SICUANI,20,Femenino,3 semestre,Soltero,No,Si,No,14.205,B,0
1333,CONTABILIDAD,CUSCO,30,Femenino,10 semestre,Soltero,No,Si,Si,11.018,A,0
1334,CONTABILIDAD,SICUANI,25,Femenino,7 semestre,Soltero,Si,Si,Si,16.738,B,1
1335,CONTABILIDAD,CUSCO,32,Femenino,10 semestre,Conviviente,Si,Si,No,17.782,C,1
1336,CONTABILIDAD,CUSCO,,Femenino,9 semestre,Soltero,Si,Si,No,18.988,A,1
1337,CONTABILIDAD,CUSCO,25,Masculino,8 semestre,Conviviente,Si,Si,No,15.06,C,0
1338,CONTABILIDAD,CUSCO,24,Femenino,9 semestre,Soltero,No,Si,Si,13.424,C,1
1339,CONTABILIDAD,SICUANI,29,Masculino,9 semestre,Soltero,No,Si,Si,15.087,A,0
1340,CONTABILIDAD,QUILLABAMBA,22,Masculino,7 semestre,Soltero,No,Si,No,13.357,B,1
1341,CONTABILIDAD,SICUANI,18,Masculino,10 semestre,Soltero,No,No,No,17.112,A,1
1342,CONTABILIDAD,QUILLABAMBA,20,Masculino,4 semestre,Soltero,No,Si,Si,18.642,C,1
1343,CONTABILIDAD,PUERTO MALDONADO,24,Masculino,8 semestre,Soltero,No,No,No,15.978,C,0
1344,CONTABILIDAD,CUSCO,29,Masculino,10 semestre,Soltero,No,Si,No,15.692,B,1
1345,CONTABILIDAD,PUERTO MALDONADO,22,Masculino,9 semestre,Soltero,No,Si,Si,15.585,B,1
1346,CONTABILIDAD,QUILLABAMBA,20,Masculino,7 semestre,Soltero,No,Si,Si,17.75,C,1
1347,CONTABILIDAD,PUERTO MALDONADO,21,Masculino,3 semestre,Soltero,Si,Si,No,19.275,B,0
1348,CONTABILIDAD,CUSCO,23,Masculino,5 semestre,Soltero,No,Si,No,15.875,A,1
1349,CONTABILIDAD,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,Si,16.181,B,0
1350,CONTABILIDAD,QUILLABAMBA,30,Masculino,10 semestre,Soltero,No,Si,No,12.096,A,0
1351,CONTABILIDAD,PUERTO MALDONADO,23,Masculino,4 semestre,Soltero,No,Si,No,14.177,A,1
1352,CONTABILIDAD,CUSCO,23,Femenino,10 semestre,Casado,No,No,No,17.689,C,1
1353,CONTABILIDAD,PUERTO MALDONADO,22,Masculino,8 semestre,Soltero,No,Si,No,18.108,A,1
1354,CONTABILIDAD,PUERTO MALDONADO,24,Masculino,5 semestre,Soltero,No,Si,Si,16.833,B,1
1355,CONTABILIDAD,PUERTO MALDONADO,22,Masculino,8 semestre,Soltero,No,No,No,15.502,B,0
1356,CONTABILIDAD,CUSCO,18,Femenino,1 semestre,Soltero,No,No,No,12.37,A,1
1357,CONTABILIDAD,CUSCO,19,Masculino,3 semestre,Soltero,No,No,Si,18.914,C,1
1358,CONTABILIDAD,CUSCO,20,Femenino,8 semestre,Soltero,No,No,No,16.169,A,0
1359,CONTABILIDAD,PUERTO MALDONADO,25,Masculino,10 semestre,Soltero,No,Si,Si,14.572,C,1
1360,CONTABILIDAD,CUSCO,19,Femenino,5 semestre,Soltero,No,Si,No,19.042,B,0
1361,CONTABILIDAD,SICUANI,28,Masculino,10 semestre,Soltero,No,Si,No,12.127,B,1
1362,CONTABILIDAD,QUILLABAMBA,20,Masculino,7 semestre,Soltero,No,Si,Si,15.929,C,1
1363,CONTABILIDAD,SICUANI,23,Masculino,5 semestre,Soltero,No,Si,Si,16.772,B,0
1364,CONTABILIDAD,CUSCO,28,Femenino,10 semestre,Soltero,No,No,No,11.08,A,0
1365,CONTABILIDAD,SICUANI,18,Femenino,3 semestre,Soltero,No,No,No,14.206,A,0
1366,CONTABILIDAD,CUSCO,21,Masculino,2 semestre,Soltero,No,Si,No,14.153,C,1
1367,CONTABILIDAD,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,15.61,A,0
1368,CONTABILIDAD,PUERTO MALDONADO,19,Masculino,1 semestre,Soltero,No,Si,No,14.459,C,1
1369,CONTABILIDAD,QUILLABAMBA,32,Femenino,9 semestre,Soltero,Si,Si,Si,15.586,B,1
1370,CONTABILIDAD,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,18.36,B,1
1371,CONTABILIDAD,CUSCO,21,Femenino,6 semestre,Soltero,No,No,No,17.134,C,0
1372,CONTABILIDAD,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,No,11.213,A,1
1373,CONTABILIDAD,PUERTO MALDONADO,21,Femenino,2 semestre,Soltero,No,No,No,18.064,A,1
1374,CONTABILIDAD,QUILLABAMBA,22,Masculino,4 semestre,Soltero,No,Si,No,17.191,A,1
1375,CONTABILIDAD,SICUANI,20,Masculino,1 semestre,Soltero,No,Si,Si,17.264,B,0
1376,CONTABILIDAD,CUSCO,30,Femenino,10 semestre,Soltero,No,Si,Si,13.251,B,0
1377,CONTABILIDAD,QUILLABAMBA,19,Masculino,4 semestre,Soltero,No,Si,No,12.141,B,0
1378,CONTABILIDAD,QUILLABAMBA,17,Masculino,1 semestre,Soltero,No,No,No,15.376,A,1
1379,CONTABILIDAD,PUERTO MALDONADO,19,Masculino,3 semestre,Conviviente,Si,Si,No,19.155,C,0
1380,CONTABILIDAD,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,No,13.904,C,1
1381,CONTABILIDAD,QUILLABAMBA,27,Masculino,1 semestre,Casado,No,No,No,19.033,A,1
1382,CONTABILIDAD,PUERTO MALDONADO,39,Femenino,7 semestre,Casado,Si,Si,No,18.599,C,0
1383,CONTABILIDAD,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,Si,14.531,B,1
1384,CONTABILIDAD,SICUANI,28,Masculino,6 semestre,Soltero,No,Si,No,16.468,B,1
1385,CONTABILIDAD,QUILLABAMBA,19,Masculino,5 semestre,Soltero,No,No,No,17.697,A,0
1386,CONTABILIDAD,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,13.923,B,1
1387,CONTABILIDAD,SICUANI,20,Masculino,5 semestre,Soltero,No,No,No,18.77,B,1
1388,CONTABILIDAD,PUERTO MALDONADO,22,Masculino,5 semestre,Soltero,No,Si,Si,16.057,C,0
1389,CONTABILIDAD,SICUANI,27,Femenino,10 semestre,Soltero,No,No,Si,13.863,B,1
1390,CONTABILIDAD,CUSCO,25,Masculino,10 semestre,Soltero,No,Si,No,16.041,B,1
1391,CONTABILIDAD,CUSCO,21,Masculino,5 semestre,Soltero,No,No,Si,16.127,A,0
1392,CONTABILIDAD,CUSCO,28,Femenino,10 semestre,Soltero,No,Si,Si,13.007,B,1
1393,CONTABILIDAD,QUILLABAMBA,26,Femenino,9 semestre,Soltero,No,Si,Si,18.484,A,1
1394,CONTABILIDAD,QUILLABAMBA,21,Masculino,6 semestre,Soltero,No,Si,Si,16.181,B,1
1395,CONTABILIDAD,CUSCO,23,Femenino,8 semestre,Soltero,Si,No,Si,15.206,A,1
1396,CONTABILIDAD,CUSCO,22,Femenino,7 semestre,Soltero,No,No,No,16.958,C,1
1397,CONTABILIDAD,CUSCO,25,Femenino,13 semestre,Soltero,No,Si,Si,17.226,C,0
1398,DERECHO,CUSCO,22,Masculino,11 semestre,Soltero,No,Si,No,11.955,B,1
1399,DERECHO,CUSCO,25,Masculino,12 semestre,Soltero,No,Si,No,17.279,A,1
1400,DERECHO,CUSCO,26,Femenino,11 semestre,Soltero,No,Si,Si,16.298,B,1
1401,DERECHO,CUSCO,18,Femenino,1 semestre,Soltero,No,Si,No,17.091,C,0
1402,DERECHO,CUSCO,34,Femenino,8 semestre,Conviviente,Si,Si,No,13.658,A,0
1403,DERECHO,CUSCO,49,Masculino,11 semestre,Casado,Si,Si,No,13.257,B,0
1404,DERECHO,SICUANI,39,Masculino,12 semestre,Conviviente,Si,Si,No,13.053,A,0
1405,DERECHO,QUILLABAMBA,20,Masculino,8 semestre,Soltero,No,Si,No,13.413,A,0
1406,DERECHO,SICUANI,25,Masculino,3 semestre,Soltero,No,Si,Si,13.431,A,0
1407,DERECHO,CUSCO,20,Masculino,6 semestre,Soltero,No,No,No,16.027,B,0
1408,DERECHO,QUILLABAMBA,30,Femenino,1 semestre,Soltero,No,Si,Si,14.916,A,1
1409,DERECHO,CUSCO,30,Masculino,14 semestre,Soltero,No,Si,No,17.787,C,1
1410,DERECHO,CUSCO,26,Masculino,8 semestre,Soltero,No,Si,No,17.163,A,1
1411,DERECHO,CUSCO,23,Femenino,12 semestre,Soltero,No,No,No,15.614,A,0
1412,DERECHO,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,16.47,A,1
1413,DERECHO,SICUANI,35,Femenino,10 semestre,Soltero,No,Si,Si,18.866,A,0
1414,DERECHO,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,12.263,A,1
1415,DERECHO,SICUANI,22,Masculino,10 semestre,Conviviente,No,Si,No,18.871,C,1
1416,DERECHO,QUILLABAMBA,24,Femenino,12 semestre,Soltero,No,Si,Si,18.344,C,0
1417,DERECHO,CUSCO,22,Femenino,10 semestre,Soltero,No,Si,No,13.366,A,1
1418,DERECHO,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,19.039,C,0
1419,DERECHO,CUSCO,25,Femenino,12 semestre,Soltero,No,Si,No,15.978,B,0
1420,DERECHO,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,12.525,C,0
1421,DERECHO,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,No,15.61,A,1
1422,DERECHO,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,No,15.842,C,1
1423,DERECHO,SICUANI,43,Masculino,7 semestre,Soltero,No,Si,No,16.051,C,0
1424,DERECHO,CUSCO,20,Masculino,9 semestre,Soltero,No,No,Si,12.16,C,1
1425,DERECHO,QUILLABAMBA,23,Femenino,12 semestre,Soltero,No,Si,No,17.852,B,0
1426,DERECHO,SICUANI,22,Femenino,10 semestre,Soltero,No,Si,Si,13.278,C,0
1427,DERECHO,CUSCO,21,Femenino,8 semestre,Soltero,No,Si,Si,12.43,A,1
1428,DERECHO,CUSCO,23,Masculino,8 semestre,Soltero,No,No,Si,16.47,C,1
1429,DERECHO,QUILLABAMBA,22,Femenino,10 semestre,Soltero,No,Si,Si,17.079,B,0
1430,DERECHO,CUSCO,20,Femenino,7 semestre,Soltero,No,No,No,12.75,C,0
1431,DERECHO,CUSCO,22,Femenino,12 semestre,Soltero,No,Si,No,11.626,A,1
1432,DERECHO,CUSCO,17,Femenino,1 semestre,Soltero,No,No,Si,15.745,A,0
1433,DERECHO,CUSCO,26,Masculino,11 semestre,Soltero,No,Si,No,15.277,A,0
1434,DERECHO,CUSCO,19,Masculino,2 semestre,Soltero,No,Si,No,14.637,A,0
1435,DERECHO,CUSCO,24,Femenino,11 semestre,Soltero,No,Si,Si,13.829,A,1
1436,DERECHO,CUSCO,20,Masculino,14 semestre,Casado,Si,Si,No,17.335,B,1
1437,DERECHO,CUSCO,25,Femenino,12 semestre,Soltero,Si,Si,Si,17.538,C,0
1438,DERECHO,CUSCO,36,Masculino,12 semestre,Soltero,No,No,No,12.154,B,0
1439,DERECHO,CUSCO,25,Masculino,12 semestre,Soltero,No,Si,Si,13.129,B,1
1440,DERECHO,CUSCO,24,Femenino,11 semestre,Soltero,No,Si,Si,18.065,A,0
1441,DERECHO,CUSCO,27,Masculino,10 semestre,Soltero,No,Si,No,13.709,C,1
1442,DERECHO,CUSCO,22,Femenino,8 semestre,Soltero,No,No,Si,16.695,A,1
1443,DERECHO,CUSCO,23,Femenino,12 semestre,Soltero,No,Si,Si,16.122,A,1
1444,DERECHO,QUILLABAMBA,21,Femenino,9 semestre,Soltero,No,No,No,19.019,A,0
1445,DERECHO,SICUANI,32,Femenino,10 semestre,Soltero,No,Si,No,14.172,B,1
1446,DERECHO,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,18.407,A,0
1447,DERECHO,CUSCO,26,Femenino,10 semestre,Soltero,No,Si,Si,13.915,A,0
1448,DERECHO,CUSCO,23,Femenino,4 semestre,Casado,No,No,No,13.846,A,0
1449,DERECHO,SICUANI,20,Masculino,8 semestre,Soltero,No,No,No,13.222,C,1
1450,DERECHO,CUSCO,21,Masculino,10 semestre,Soltero,No,Si,Si,17.288,C,1
1451,DERECHO,SICUANI,20,Femenino,4 semestre,Soltero,No,Si,No,19.36,C,1
1452,DERECHO,SICUANI,20,Femenino,8 semestre,Soltero,No,Si,Si,17.813,A,1
1453,DERECHO,CUSCO,22,Masculino,11 semestre,Soltero,No,Si,No,15.834,C,0
1454,DERECHO,CUSCO,27,Femenino,11 semestre,Soltero,No,Si,No,14.008,A,0
1455,DERECHO,CUSCO,25,Femenino,7 semestre,Soltero,No,Si,No,12.081,A,1
1456,DERECHO,CUSCO,23,Femenino,11 semestre,Soltero,No,Si,Si,15.828,B,0
1457,DERECHO,QUILLABAMBA,27,Femenino,9 semestre,Conviviente,No,Si,No,14.229,B,0
1458,DERECHO,QUILLABAMBA,22,Femenino,10 semestre,Soltero,No,Si,Si,13.883,A,0
1459,DERECHO,CUSCO,22,Femenino,11 semestre,Soltero,No,Si,No,14.998,B,0
1460,DERECHO,QUILLABAMBA,26,Femenino,9 semestre,Soltero,No,Si,No,15.85,B,1
1461,DERECHO,QUILLABAMBA,31,Femenino,11 semestre,Soltero,No,No,No,17.209,A,0
1462,DERECHO,CUSCO,35,Femenino,6 semestre,Soltero,Si,Si,Si,12.25,B,1
1463,DERECHO,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,Si,19.414,B,0
1464,DERECHO,CUSCO,21,Femenino,6 semestre,Soltero,No,No,No,15.678,B,1
1465,DERECHO,QUILLABAMBA,23,Masculino,11 semestre,Soltero,No,Si,No,16.404,C,0
1466,DERECHO,QUILLABAMBA,18,Masculino,3 semestre,Soltero,No,No,No,13.672,B,1
1467,DERECHO,CUSCO,21,Masculino,9 semestre,Soltero,No,Si,No,18.125,C,1
1468,DERECHO,CUSCO,24,Femenino,6 semestre,Soltero,No,Si,Si,16.278,B,0
1469,DERECHO,QUILLABAMBA,31,Femenino,2 semestre,Soltero,Si,Si,Si,12.111,C,1
1470,DERECHO,PUERTO MALDONADO,25,Masculino,1 semestre,Soltero,No,Si,Si,17.321,A,0
1471,DERECHO,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,No,13.642,C,1
1472,DERECHO,QUILLABAMBA,19,Femenino,4 semestre,Soltero,No,Si,Si,15.65,A,1
1473,DERECHO,PUERTO MALDONADO,21,Masculino,11 semestre,Soltero,No,Si,No,18.735,C,0
1474,DERECHO,PUERTO MALDONADO,25,Masculino,8 semestre,Soltero,No,Si,Si,12.791,A,1
1475,DERECHO,QUILLABAMBA,39,Femenino,1 semestre,Soltero,No,Si,Si,15.894,C,1
1476,DERECHO,SICUANI,21,Femenino,9 semestre,Soltero,No,Si,No,16.041,C,0
1477,DERECHO,SICUANI,19,Masculino,5 semestre,Soltero,Si,Si,Si,12.171,B,0
